set,language,source_path,source_hash,segment_id,segment_start_s,segment_end_s,dir,wav,model,mode,prompt_id,join_source,health,wer,declination_slope,terminal_slope,f0_range_st,f0_sd_st,duration_s,voiced_frac,n_voiced,n_octave_rejected,status,error
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,1,0.2,18.434999999999995,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,-2.604497647208219,-4.952724234486992,11.722620790370968,3.788392146368097,18.23501133786848,0.6248624862486248,1136,0,ok,
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,2,20.330000000000002,37.474999999999994,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,-0.12470870869719089,1.8411026832515391,6.593447174236726,2.0070509543415267,17.145011337868482,0.6009362200117028,1027,0,ok,
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,3,37.82,41.154999999999994,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,0.6553083463014842,2.6588513506542646,3.7370661343420517,1.808375107215107,3.335011337868481,0.5487804878048781,180,0,ok,
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,4,43.22,45.964999999999996,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,-2.506795865793203,-18.989314555861302,4.737390314257221,1.7753446883722475,2.7450113378684806,0.620817843866171,167,0,ok,
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,5,46.36,49.675,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,-5.136151647147071,-3.2189799814283835,5.577742797892869,1.9518656777727734,3.315011337868481,0.6104294478527608,199,0,ok,
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,6,58.660000000000004,62.654999999999994,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,2.4722194139399987,-37.47131019851919,10.661780431422875,3.802612547581098,3.9950113378684806,0.6142131979695431,242,0,ok,
human,en,reference/chris_hemsworth.wav,5c1e355032af17970af1b46a76f238fa20ab314fdb142808e345f1df74d2b36a,7,62.93,65.805,reference,chris_hemsworth.wav,human,human,,audio_hash_deduped,,,3.6591042869246886,-8.455280390096346,10.700808339693225,3.8985757555634155,2.8750113378684805,0.5425531914893617,153,0,ok,
human,en,reference/chris_hemsworth_15s.wav,744ff49e0ed71958564e3800b8fe781453256865136049c018e730eca6b5a300,1,0.2,15.046530612244897,reference,chris_hemsworth_15s.wav,human,human,,audio_hash_deduped,,,-2.520847446927183,-27.041135649743737,13.641656445972746,3.7861844780915113,14.846530612244898,0.6281271129141311,929,0,ok,
human,en,reference/dafoe_full.wav,2da5db502570ef89ffba8da4bcece7cd6a44149c4d020df9451e50c3711101e8,1,0.06000000000000001,2.0349999999999997,reference,dafoe_full.wav,human,human,,audio_hash_deduped,,,-6.41444218461732,-41.565587548580886,15.787876624867613,4.566915800614419,1.975,0.5729166666666666,110,0,ok,
human,en,reference/dafoe_full.wav,2da5db502570ef89ffba8da4bcece7cd6a44149c4d020df9451e50c3711101e8,2,3.2399999999999998,4.9750000000000005,reference,dafoe_full.wav,human,human,,audio_hash_deduped,,,-2.561247182158955,33.07869037298956,6.767872225293511,2.078096451394814,1.7350416666666666,0.47023809523809523,79,0,ok,
human,en,reference/dafoe_scientist.wav,7acfe3b2c1d5b3c36fac986cebc4d53dfbfaa557ffd105ccf674e8b2a8a4b01d,1,0.0,4.875666666666667,reference,dafoe_scientist.wav,human,human,,audio_hash_deduped,,,-10.548466172106366,-0.8250019203841203,15.013203962015371,4.766315503611556,4.875666666666667,0.43983402489626555,212,0,ok,
human,en,reference/jo.wav,e739f80ad5b013aab5560fb0ab4c0040793fa4b7dd0e8eb4b9513d36f8dbb7d1,1,0.0,12.995702947845805,reference,jo.wav,human,human,,audio_hash_deduped,,,-1.970188832504803,-33.54748406744365,14.31735092126673,4.52758327136546,12.995736961451247,0.6299151888974557,817,0,ok,
human,fr,reference/juliette.wav,2cf2403f2fb2eb8e81c498e6fda6d03015cb0a6d21a96604770de5b300a0c07e,1,0.12952380952380954,4.774387755102041,reference,juliette.wav,human,human,,audio_hash_deduped,,,-6.642174062095141,-7.094273054664675,8.84143686636413,3.1130068213954116,4.644897959183673,0.7049891540130152,325,1,ok,
human,fr,reference/juliette.wav,2cf2403f2fb2eb8e81c498e6fda6d03015cb0a6d21a96604770de5b300a0c07e,2,5.00843537414966,8.046950113378685,reference,juliette.wav,human,human,,audio_hash_deduped,,,-11.633663592892608,-13.44766719135473,11.19442682781387,3.3202624296624195,3.0385487528344672,0.7242524916943521,218,0,ok,
synthetic,en,windows-cloning/chatterbox_cpu_p1.wav,,,,,windows-cloning,chatterbox_cpu_p1.wav,chatterbox,cloning,1,scores_csv,,0.0,-4.010505229019435,-20.114946996059867,6.088793641193359,1.7830083181883645,1.92,0.6236559139784946,116,0,ok,
synthetic,en,windows-cloning/chatterbox_cpu_p2.wav,,,,,windows-cloning,chatterbox_cpu_p2.wav,chatterbox,cloning,2,scores_csv,,0.0,-7.547458062711538,-4.298929712598512,8.226658208511576,3.0790152586798603,4.68,0.42548596112311016,197,0,ok,
synthetic,en,windows-cloning/chatterbox_cpu_p3.wav,,,,,windows-cloning,chatterbox_cpu_p3.wav,chatterbox,cloning,3,scores_csv,,0.2424,-0.5498799878146612,-21.196795009734483,7.503362364770121,2.507357801539161,14.28,0.569620253164557,810,0,ok,
synthetic,en,windows-cloning/chatterbox_cpu_p4.wav,,,,,windows-cloning,chatterbox_cpu_p4.wav,chatterbox,cloning,4,scores_csv,,0.1111,-2.369732859245517,-41.52732283792947,6.6172959300079786,1.9675193011844798,6.24,0.4394184168012924,272,0,ok,
synthetic,en,windows-cloning/chatterbox_cuda_p1.wav,,,,,windows-cloning,chatterbox_cuda_p1.wav,chatterbox,cloning,1,scores_csv,,0.0,-6.80933869093163,-2.899086899360528,9.025997020206518,2.3472521743120103,2.24,0.6330275229357798,138,0,ok,
synthetic,en,windows-cloning/chatterbox_cuda_p2.wav,,,,,windows-cloning,chatterbox_cuda_p2.wav,chatterbox,cloning,2,scores_csv,,0.0,-4.999001708743416,-0.6446496657048125,4.934973653736557,2.0994477158853977,4.84,0.3987473903966597,191,0,ok,
synthetic,en,windows-cloning/chatterbox_cuda_p3.wav,,,,,windows-cloning,chatterbox_cuda_p3.wav,chatterbox,cloning,3,scores_csv,,0.1818,-1.3083242796106211,0.3524887817822627,5.101328683184712,1.8677158196131995,14.04,0.597997138769671,836,0,ok,
synthetic,en,windows-cloning/chatterbox_cuda_p4.wav,,,,,windows-cloning,chatterbox_cuda_p4.wav,chatterbox,cloning,4,scores_csv,,0.1111,-4.059443473772608,-23.592194724039512,6.478808256051004,3.149634473912114,7.72,0.44328552803129073,340,0,ok,
synthetic,en,windows-default/chatterbox_cpu_p1.wav,,,,,windows-default,chatterbox_cpu_p1.wav,chatterbox,default,1,scores_csv,,0.0,-11.665363942024602,36.945715261016865,22.259359306350113,6.397480845449188,2.0,0.7025641025641025,137,0,ok,
synthetic,en,windows-default/chatterbox_cpu_p2.wav,,,,,windows-default,chatterbox_cpu_p2.wav,chatterbox,default,2,scores_csv,,0.0,-8.265282987984305,-22.43720426422974,14.018430694361195,4.583543088604788,4.2,0.5036144578313253,209,0,ok,
synthetic,en,windows-default/chatterbox_cpu_p3.wav,,,,,windows-default,chatterbox_cpu_p3.wav,chatterbox,default,3,scores_csv,,0.1818,-3.942232839937756,-68.02157361397157,18.72995483727394,6.3207285277133165,12.96,0.6584043377226956,850,1,ok,
synthetic,en,windows-default/chatterbox_cpu_p4.wav,,,,,windows-default,chatterbox_cpu_p4.wav,chatterbox,default,4,scores_csv,,0.0556,-11.254856324462011,-27.41635341497375,17.90457097474426,6.0086016027313605,5.12,0.5029585798816568,255,0,ok,
synthetic,en,windows-default/chatterbox_cuda_p1.wav,,,,,windows-default,chatterbox_cuda_p1.wav,chatterbox,default,1,scores_csv,,0.0,-8.682426603810239,-60.054907347575245,16.415652368568892,5.219941861276319,2.2,0.719626168224299,154,0,ok,
synthetic,en,windows-default/chatterbox_cuda_p2.wav,,,,,windows-default,chatterbox_cuda_p2.wav,chatterbox,default,2,scores_csv,,0.0,-2.0899733192554137,2.738895828456242,16.859711636180066,4.843587578056528,4.28,0.47754137115839246,202,0,ok,
synthetic,en,windows-default/chatterbox_cuda_p3.wav,,,,,windows-default,chatterbox_cuda_p3.wav,chatterbox,default,3,scores_csv,,0.2424,-4.509286607383066,-49.54891662668665,17.703301857748635,5.624550383438803,12.16,0.6746490503715937,817,0,ok,
synthetic,en,windows-default/chatterbox_cuda_p4.wav,,,,,windows-default,chatterbox_cuda_p4.wav,chatterbox,default,4,scores_csv,,0.0,-2.857307291979168,-45.65440656335108,15.360003131880749,5.021103584921372,5.56,0.44283121597096187,244,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cpu_p1.wav,,,,,windows-cloning,chatterbox_turbo_cpu_p1.wav,chatterbox_turbo,cloning,1,scores_csv,,0.0,-10.184919196972299,-11.045168178283086,13.847193390591114,4.151863556576173,2.8,0.718978102189781,197,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cpu_p2.wav,,,,,windows-cloning,chatterbox_turbo_cpu_p2.wav,chatterbox_turbo,cloning,2,scores_csv,,0.0,1.8069644801682168,-78.07555473851112,9.07923482452871,3.159219340032004,5.84,0.39896373056994816,231,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cpu_p3.wav,,,,,windows-cloning,chatterbox_turbo_cpu_p3.wav,chatterbox_turbo,cloning,3,scores_csv,,0.2121,-3.751883504328954,-21.081247498277236,10.878673852393817,3.4820252129542686,15.28,0.5486202365308804,835,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cpu_p4.wav,,,,,windows-cloning,chatterbox_turbo_cpu_p4.wav,chatterbox_turbo,cloning,4,scores_csv,,0.0556,8.463725131073286,3.342413309581456,7.387486449713001,3.250375193268342,6.48,0.4712286158631415,303,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cuda_p1.wav,,,,,windows-cloning,chatterbox_turbo_cuda_p1.wav,chatterbox_turbo,cloning,1,scores_csv,,0.0,-4.054009169082633,19.86597678938673,6.856909470111709,2.2115177878379684,2.12,0.5507246376811594,114,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cuda_p2.wav,,,,,windows-cloning,chatterbox_turbo_cuda_p2.wav,chatterbox_turbo,cloning,2,scores_csv,,0.0,-1.9392206430337904,2.003954376306067,6.567164397983225,1.995121708492243,4.64,0.45751633986928103,210,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cuda_p3.wav,,,,,windows-cloning,chatterbox_turbo_cuda_p3.wav,chatterbox_turbo,cloning,3,scores_csv,,0.2727,-1.0974518885911366,-3.8665868333563576,8.541466097666662,3.5840318960275894,16.84,0.4425253126861227,743,0,ok,
synthetic,en,windows-cloning/chatterbox_turbo_cuda_p4.wav,,,,,windows-cloning,chatterbox_turbo_cuda_p4.wav,chatterbox_turbo,cloning,4,scores_csv,,0.1111,5.211533554635534,-1.0889457055450298,19.69897984168841,4.541279407144672,5.88,0.45797598627787306,267,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cpu_p1.wav,,,,,windows-default,chatterbox_turbo_cpu_p1.wav,chatterbox_turbo,default,1,scores_csv,,0.0,-5.648167807325839,-4.656030256041069,8.64980669590182,2.8665329308158762,2.64,0.7011494252873564,183,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cpu_p2.wav,,,,,windows-default,chatterbox_turbo_cpu_p2.wav,chatterbox_turbo,default,2,scores_csv,,0.0,-3.831830067107078,37.6062654686362,10.372049667607332,4.2795405704740785,5.32,0.4933837429111531,261,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cpu_p3.wav,,,,,windows-default,chatterbox_turbo_cpu_p3.wav,chatterbox_turbo,default,3,scores_csv,,0.1515,-4.706435247375801,-13.089355574945039,9.378459400765777,3.0344267700234098,16.64,0.6201083684527393,1030,1,ok,
synthetic,en,windows-default/chatterbox_turbo_cpu_p4.wav,,,,,windows-default,chatterbox_turbo_cpu_p4.wav,chatterbox_turbo,default,4,scores_csv,,0.1111,-5.766544429717196,-38.25672150273408,7.389192685879463,2.7677220390297106,6.36,0.5102685624012638,323,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cuda_p1.wav,,,,,windows-default,chatterbox_turbo_cuda_p1.wav,chatterbox_turbo,default,1,scores_csv,,0.0,-8.74108328407102,9.56378047883069,10.650855963617378,3.292314648189102,2.2,0.6589861751152074,143,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cuda_p2.wav,,,,,windows-default,chatterbox_turbo_cuda_p2.wav,chatterbox_turbo,default,2,scores_csv,,0.0,-4.257867863428836,18.498079511355833,17.798708758017796,4.741565548368137,5.44,0.4805914972273567,260,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cuda_p3.wav,,,,,windows-default,chatterbox_turbo_cuda_p3.wav,chatterbox_turbo,default,3,scores_csv,,0.2424,-3.6827721034534178,10.629527306980854,8.704050456293745,3.1902189519932724,15.08,0.6378737541528239,960,0,ok,
synthetic,en,windows-default/chatterbox_turbo_cuda_p4.wav,,,,,windows-default,chatterbox_turbo_cuda_p4.wav,chatterbox_turbo,default,4,scores_csv,,0.0556,-2.5573253269128715,-8.866638737077102,5.684390655937556,2.0121975974036306,6.84,0.540381791483113,368,0,ok,
synthetic,en,windows-cloning/coqui_cpu_p1.wav,,,,,windows-cloning,coqui_cpu_p1.wav,coqui,cloning,1,scores_csv,,0.0,-3.0780129664324445,-19.368976687888633,6.254921506445778,1.7685956627846289,3.5206666666666666,0.45821325648414984,159,0,ok,
synthetic,en,windows-cloning/coqui_cpu_p2.wav,,,,,windows-cloning,coqui_cpu_p2.wav,coqui,cloning,2,scores_csv,,0.1053,-4.4295078767631955,9.570029349337961,7.699486950624022,2.3028467064797646,5.803333333333334,0.3339130434782609,192,0,ok,
synthetic,en,windows-cloning/coqui_cpu_p3.wav,,,,,windows-cloning,coqui_cpu_p3.wav,coqui,cloning,3,scores_csv,,0.2121,-0.10646826753438161,-21.91061216259047,11.622944341663747,3.545322877314361,18.240666666666666,0.5739417262231996,1044,1,ok,
synthetic,en,windows-cloning/coqui_cpu_p4.wav,,,,,windows-cloning,coqui_cpu_p4.wav,coqui,cloning,4,scores_csv,,0.1111,-4.919226822996606,-2.3852973888677362,8.573661125751691,2.5088235619618002,6.816666666666666,0.46745562130177515,316,0,ok,
