prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,openvoice,cpu,,True,0,True,1648.6,1.6486,2.183,1.32,,,10.849,True,
1,openvoice,cpu,,True,1,False,531.0,0.531,2.113,3.98,,,0,True,
1,openvoice,cpu,,True,2,False,539.1,0.5391,2.171,4.03,,,0,True,
1,openvoice,cuda,,True,0,True,1409.8,1.4098,2.159,1.53,,987.9,10.427,True,
1,openvoice,cuda,,True,1,False,184.2,0.1842,2.055,11.16,,987.4,0,True,
1,openvoice,cuda,,True,2,False,287.7,0.2877,2.136,7.43,,992.3,0,True,
2,openvoice,cpu,,True,0,True,2082.4,2.0824,4.83,2.32,,,12.663,True,
2,openvoice,cpu,,True,1,False,1008.5,1.0085,4.865,4.82,,,0,True,
2,openvoice,cpu,,True,2,False,1072.7,1.0727,4.923,4.59,,,0,True,
2,openvoice,cuda,,True,0,True,1509.3,1.5093,4.853,3.22,,1059.6,11.151,True,
2,openvoice,cuda,,True,1,False,281.4,0.2814,4.876,17.33,,1063.6,0,True,
2,openvoice,cuda,,True,2,False,374.0,0.374,4.865,13.01,,1061.4,0,True,
3,openvoice,cpu,,True,0,True,3791.9,3.7919,14.698,3.88,,,18.699,True,
3,openvoice,cpu,,True,1,False,2917.1,2.9171,14.617,5.01,,,0,True,
3,openvoice,cpu,,True,2,False,2800.5,2.8005,14.466,5.17,,,0,True,
3,openvoice,cuda,,True,0,True,1667.4,1.6674,14.524,8.71,,1385.0,12.049,True,
3,openvoice,cuda,,True,1,False,417.8,0.4178,14.512,34.74,,1387.2,0,True,
3,openvoice,cuda,,True,2,False,539.8,0.5398,14.489,26.84,,1386.7,0,True,
4,openvoice,cpu,,True,0,True,2159.6,2.1596,5.991,2.77,,,13.011,True,
4,openvoice,cpu,,True,1,False,1205.7,1.2057,5.863,4.86,,,0,True,
4,openvoice,cpu,,True,2,False,1182.7,1.1827,5.875,4.97,,,0,True,
4,openvoice,cuda,,True,0,True,1566.2,1.5662,5.875,3.75,,1078.2,10.907,True,
4,openvoice,cuda,,True,1,False,261.9,0.2619,5.921,22.61,,1079.7,0,True,
4,openvoice,cuda,,True,2,False,210.4,0.2104,5.875,27.93,,1080.1,0,True,
5,openvoice,cpu,,True,0,True,1952.6,1.9526,4.47,2.29,,,12.321,True,
5,openvoice,cpu,,True,1,False,1047.0,1.047,4.586,4.38,,,0,True,
5,openvoice,cpu,,True,2,False,1071.6,1.0716,4.505,4.2,,,0,True,
5,openvoice,cuda,,True,0,True,1574.4,1.5744,4.47,2.84,,1051.5,11.06,True,
5,openvoice,cuda,,True,1,False,264.1,0.2641,4.481,16.97,,1054.4,0,True,
5,openvoice,cuda,,True,2,False,386.5,0.3865,4.516,11.68,,1056.8,0,True,
