prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,fish_s2,cuda,,True,0,True,11998.2,11.9982,1.904,0.16,3907.3,20409.6,78.404,True,
1,fish_s2,cuda,,True,1,False,11961.2,11.9612,1.904,0.16,4024.7,20409.6,0,True,
1,fish_s2,cuda,,True,2,False,11904.4,11.9044,1.904,0.16,4024.7,20409.6,0,True,
1,metavoice,cuda,,True,0,True,3481.2,3.4812,1.773,0.51,,7876.3,41.734,True,
1,metavoice,cuda,,True,1,False,2647.5,2.6475,1.8,0.68,,7875.1,0,True,
1,metavoice,cuda,,True,2,False,2362.7,2.3627,1.427,0.6,,7898.4,0,True,
2,fish_s2,cuda,,True,0,True,28680.3,28.6803,4.876,0.17,3907.3,20409.6,130.136,True,
2,fish_s2,cuda,,True,1,False,28536.6,28.5366,4.876,0.17,4024.5,20409.6,0,True,
2,fish_s2,cuda,,True,2,False,28517.5,28.5175,4.876,0.17,4024.6,20409.6,0,True,
2,metavoice,cuda,,True,0,True,6263.3,6.2633,4.187,0.67,,7909.6,50.584,True,
2,metavoice,cuda,,True,1,False,4969.4,4.9694,3.947,0.79,,7903.2,0,True,
2,metavoice,cuda,,True,2,False,5704.2,5.7042,4.48,0.79,,7911.8,0,True,
3,fish_s2,cuda,,True,0,True,87463.7,87.4637,15.418,0.18,3907.0,20409.7,308.384,True,
3,fish_s2,cuda,,True,1,False,87756.8,87.7568,15.418,0.18,4025.1,20409.7,0,True,
3,fish_s2,cuda,,True,2,False,87699.3,87.6993,15.418,0.18,4025.1,20409.7,0,True,
3,metavoice,cuda,,True,0,True,15442.8,15.4428,11.747,0.76,,8173.4,79.499,True,
3,metavoice,cuda,,True,1,False,14566.8,14.5668,11.747,0.81,,8173.5,0,True,
3,metavoice,cuda,,True,2,False,14547.9,14.5479,11.747,0.81,,8173.4,0,True,
4,fish_s2,cuda,,True,0,True,36650.6,36.6506,6.316,0.17,3906.4,20409.6,154.642,True,
4,fish_s2,cuda,,True,1,False,36750.0,36.75,6.316,0.17,4023.7,20409.6,0,True,
4,fish_s2,cuda,,True,2,False,36622.8,36.6228,6.316,0.17,4023.7,20409.6,0,True,
4,metavoice,cuda,,True,0,True,7475.7,7.4757,5.4,0.72,,7928.1,56.265,True,
4,metavoice,cuda,,True,1,False,7861.9,7.8619,6.36,0.81,,7955.4,0,True,
4,metavoice,cuda,,True,2,False,7204.6,7.2046,5.733,0.8,,7931.6,0,True,
1,step_editx,cuda,,True,0,True,11221.7,11.2217,1.92,0.17,3114.0,8283.6,58.028,True,
1,step_editx,cuda,,True,1,False,10261.2,10.2612,2.04,0.2,3325.3,8293.8,0,True,
1,step_editx,cuda,,True,2,False,10278.7,10.2787,1.92,0.19,3336.7,8283.4,0,True,
2,step_editx,cuda,,True,0,True,13095.2,13.0952,5.16,0.39,3123.6,8527.2,63.51,True,
2,step_editx,cuda,,True,1,False,11913.2,11.9132,5.04,0.42,3289.6,8520.6,0,True,
2,step_editx,cuda,,True,2,False,11959.2,11.9592,5.4,0.45,3283.6,8549.6,0,True,
3,step_editx,cuda,,True,0,True,20536.1,20.5361,17.4,0.85,3125.3,9547.8,84.109,True,
3,step_editx,cuda,,True,1,False,18029.9,18.0299,15.96,0.89,3336.8,9419.4,0,True,
3,step_editx,cuda,,True,2,False,17902.0,17.902,15.96,0.89,3289.9,9419.4,0,True,
4,step_editx,cuda,,True,0,True,14576.7,14.5767,8.28,0.57,3123.9,8772.6,66.736,True,
4,step_editx,cuda,,True,1,False,13245.3,13.2453,7.2,0.54,3293.8,8687.0,0,True,
4,step_editx,cuda,,True,2,False,12183.5,12.1835,5.64,0.46,3297.9,8566.8,0,True,
