prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,parler,cpu,,False,0,True,15822.8,15.8228,2.206,0.14,4076.3,,58.424,True,
1,parler,cpu,,False,1,False,16486.4,16.4864,2.206,0.13,4222.2,,0,True,
1,parler,cpu,,False,2,False,16468.7,16.4687,2.206,0.13,4222.8,,0,True,
1,parler,cuda,,False,0,True,3358.2,3.3582,2.682,0.8,3263.5,1866.4,48.978,True,
1,parler,cuda,,False,1,False,2600.2,2.6002,2.682,1.03,3251.0,1866.4,0,True,
1,parler,cuda,,False,2,False,2567.8,2.5678,2.682,1.04,3251.0,1866.4,0,True,
1,melotts,cpu,,False,0,True,1403.1,1.4031,3.08,2.2,2382.4,,10.677,True,
1,melotts,cpu,,False,1,False,354.2,0.3542,2.906,8.21,2092.4,,0,True,
1,melotts,cpu,,False,2,False,336.1,0.3361,3.034,9.03,2106.1,,0,True,
1,melotts,cuda,,False,0,True,1585.9,1.5859,2.929,1.85,2931.7,745.4,10.181,True,
1,melotts,cuda,,False,1,False,60.7,0.0607,2.929,48.26,2920.2,746.1,0,True,
1,melotts,cuda,,False,2,False,90.2,0.0902,3.011,33.37,2906.5,748.5,0,True,
2,parler,cpu,,False,0,True,43096.7,43.0967,6.118,0.14,4002.5,,137.944,True,
2,parler,cpu,,False,1,False,42344.4,42.3444,6.118,0.14,4026.8,,0,True,
2,parler,cpu,,False,2,False,42577.2,42.5772,6.118,0.14,4027.6,,0,True,
2,parler,cuda,,False,0,True,6604.7,6.6047,6.467,0.98,3246.1,2087.7,57.934,True,
2,parler,cuda,,False,1,False,6134.2,6.1342,6.467,1.05,3246.1,2087.7,0,True,
2,parler,cuda,,False,2,False,5946.6,5.9466,6.467,1.09,3246.1,2087.7,0,True,
2,melotts,cpu,,False,0,True,1763.0,1.763,6.47,3.67,2371.0,,10.965,True,
2,melotts,cpu,,False,1,False,656.1,0.6561,6.25,9.53,2173.8,,0,True,
2,melotts,cpu,,False,2,False,655.9,0.6559,6.459,9.85,2195.6,,0,True,
2,melotts,cuda,,False,0,True,1550.1,1.5501,6.354,4.1,2963.6,833.4,9.903,True,
2,melotts,cuda,,False,1,False,103.5,0.1035,6.238,60.27,2955.3,833.2,0,True,
2,melotts,cuda,,False,2,False,111.1,0.1111,6.377,57.38,2957.8,840.6,0,True,
3,parler,cpu,,False,0,True,142327.7,142.3277,18.042,0.13,4415.7,,432.024,True,
3,parler,cpu,,False,1,False,137512.1,137.5121,18.042,0.13,4423.2,,0,True,
3,parler,cpu,,False,2,False,142590.9,142.5909,18.042,0.13,4422.7,,0,True,
3,parler,cuda,,False,0,True,16813.6,16.8136,17.125,1.02,3262.7,2689.6,90.94,True,
3,parler,cuda,,False,1,False,18465.7,18.4657,17.125,0.93,3262.8,2689.6,0,True,
3,parler,cuda,,False,2,False,17680.1,17.6801,17.125,0.97,3249.8,2689.6,0,True,
3,melotts,cpu,,False,0,True,2935.6,2.9356,16.072,5.47,2538.3,,15.289,True,
3,melotts,cpu,,False,1,False,1864.1,1.8641,15.956,8.56,2534.3,,0,True,
3,melotts,cpu,,False,2,False,1656.7,1.6567,15.956,9.63,2569.5,,0,True,
3,melotts,cuda,,False,0,True,1659.5,1.6595,15.921,9.59,2963.8,1183.3,10.249,True,
3,melotts,cuda,,False,1,False,145.5,0.1455,15.677,107.78,2965.1,1171.8,0,True,
3,melotts,cuda,,False,2,False,161.0,0.161,15.805,98.15,2970.3,1175.1,0,True,
4,parler,cpu,,False,0,True,52324.3,52.3243,7.361,0.14,4053.5,,166.449,True,
4,parler,cpu,,False,1,False,51420.8,51.4208,7.361,0.14,4059.6,,0,True,
4,parler,cpu,,False,2,False,52762.1,52.7621,7.361,0.14,4059.0,,0,True,
4,parler,cuda,,False,0,True,6367.9,6.3679,6.676,1.05,3261.4,2100.2,54.138,True,
4,parler,cuda,,False,1,False,5820.0,5.82,6.676,1.15,3261.5,2100.2,0,True,
4,parler,cuda,,False,2,False,5923.2,5.9232,6.676,1.13,3261.6,2100.2,0,True,
4,melotts,cpu,,False,0,True,1755.5,1.7555,7.283,4.15,2357.4,,11.051,True,
4,melotts,cpu,,False,1,False,751.5,0.7515,7.248,9.64,2216.8,,0,True,
4,melotts,cpu,,False,2,False,734.0,0.734,7.109,9.69,2228.0,,0,True,
4,melotts,cuda,,False,0,True,1524.8,1.5248,7.283,4.78,2953.6,861.8,9.9,True,
4,melotts,cuda,,False,1,False,104.9,0.1049,7.19,68.56,2944.5,862.3,0,True,
4,melotts,cuda,,False,2,False,111.9,0.1119,7.213,64.46,2947.4,863.0,0,True,
