prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,magpie,cpu,,False,0,True,7668.7,7.6687,2.926,0.38,3553.0,,43.51,True,
1,magpie,cpu,,False,1,False,7457.9,7.4579,2.926,0.39,3760.8,,0,True,
1,magpie,cpu,,False,2,False,6774.3,6.7743,2.647,0.39,3764.7,,0,True,
1,magpie,cuda,,False,0,True,2498.6,2.4986,3.251,1.3,3568.1,2793.0,27.472,True,
1,magpie,cuda,,False,1,False,1535.5,1.5355,2.786,1.81,3578.5,1737.7,0,True,
1,magpie,cuda,,False,2,False,1676.6,1.6766,3.158,1.88,3578.8,1755.3,0,True,
2,magpie,cpu,,False,0,True,20040.8,20.0408,6.13,0.31,3775.5,,84.768,True,
2,magpie,cpu,,False,1,False,21563.4,21.5634,6.409,0.3,4120.3,,0,True,
2,magpie,cpu,,False,2,False,20475.0,20.475,6.409,0.31,4171.7,,0,True,
2,magpie,cuda,,False,0,True,4258.8,4.2588,6.548,1.54,3617.7,2798.6,32.787,True,
2,magpie,cuda,,False,1,False,3288.5,3.2885,6.316,1.92,3635.6,2116.5,0,True,
2,magpie,cuda,,False,2,False,3620.4,3.6204,6.92,1.91,3637.2,2190.4,0,True,
3,magpie,cpu,,False,0,True,97930.3,97.9303,18.669,0.19,6241.7,,295.78,True,
3,magpie,cpu,,False,1,False,86924.6,86.9246,17.833,0.21,9119.4,,0,True,
3,magpie,cpu,,False,2,False,88012.1,88.0121,17.972,0.2,9252.6,,0,True,
3,magpie,cuda,,False,0,True,10551.4,10.5514,17.09,1.62,3577.2,5729.3,52.901,True,
3,magpie,cuda,,False,1,False,9970.7,9.9707,18.901,1.9,3596.4,6603.0,0,True,
3,magpie,cuda,,False,2,False,9315.7,9.3157,18.019,1.93,3597.5,6281.8,0,True,
4,magpie,cpu,,False,0,True,36916.5,36.9165,10.077,0.27,4032.7,,117.361,True,
4,magpie,cpu,,False,1,False,27511.8,27.5118,8.034,0.29,4503.0,,0,True,
4,magpie,cpu,,False,2,False,30706.3,30.7063,8.87,0.29,4548.9,,0,True,
4,magpie,cuda,,False,0,True,6006.4,6.0064,9.706,1.62,3595.7,2799.3,36.841,True,
4,magpie,cuda,,False,1,False,4471.8,4.4718,8.684,1.94,3633.0,2410.0,0,True,
4,magpie,cuda,,False,2,False,4263.6,4.2636,8.499,1.99,3635.4,2387.5,0,True,
5,magpie,cpu,,False,0,True,23277.9,23.2779,7.245,0.31,3635.8,,92.666,True,
5,magpie,cpu,,False,1,False,21178.2,21.1782,6.78,0.32,4182.3,,0,True,
5,magpie,cpu,,False,2,False,26599.8,26.5998,8.081,0.3,4086.2,,0,True,
5,magpie,cuda,,False,0,True,4087.3,4.0873,6.409,1.57,3620.8,2796.8,32.117,True,
5,magpie,cuda,,False,1,False,3353.1,3.3531,6.687,1.99,3636.2,2104.0,0,True,
5,magpie,cuda,,False,2,False,3327.0,3.327,6.687,2.01,3636.2,2104.0,0,True,
