prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,lfm2_audio,cpu,,False,0,True,417.1,3.2131,2.32,0.72,2244.7,,14.687,True,
1,lfm2_audio,cpu,,False,1,False,88.0,2.0293,2.4,1.18,2245.0,,0,True,
1,lfm2_audio,cpu,,False,2,False,78.7,1.9975,2.32,1.16,2245.0,,0,True,
1,lfm2_audio,cuda,,False,0,True,387.6,2.9961,2.32,0.77,2245.2,3213.3,15.114,True,
1,lfm2_audio,cuda,,False,1,False,88.2,2.0878,2.56,1.23,2245.9,3213.5,0,True,
1,lfm2_audio,cuda,,False,2,False,90.3,2.0444,2.32,1.13,2245.9,3213.3,0,True,
2,lfm2_audio,cpu,,False,0,True,374.9,5.6751,5.68,1.0,2269.2,,22.574,True,
2,lfm2_audio,cpu,,False,1,False,90.9,4.6636,5.52,1.18,2269.6,,0,True,
2,lfm2_audio,cpu,,False,2,False,86.8,4.3204,5.2,1.2,2270.1,,0,True,
2,lfm2_audio,cuda,,False,0,True,447.5,5.8692,5.52,0.94,2297.1,3223.3,23.135,True,
2,lfm2_audio,cuda,,False,1,False,109.4,4.8142,5.44,1.13,2297.4,3222.3,0,True,
2,lfm2_audio,cuda,,False,2,False,96.7,4.7654,5.44,1.14,2297.5,3222.3,0,True,
3,lfm2_audio,cpu,,False,0,True,386.2,13.0086,15.92,1.22,2301.4,,45.989,True,
3,lfm2_audio,cpu,,False,1,False,81.3,13.0929,16.8,1.28,2301.8,,0,True,
3,lfm2_audio,cpu,,False,2,False,87.4,12.6142,17.36,1.38,2302.2,,0,True,
3,lfm2_audio,cuda,,False,0,True,411.4,13.1125,16.16,1.23,2300.7,3261.0,48.336,True,
3,lfm2_audio,cuda,,False,1,False,76.0,11.6594,16.0,1.37,2301.1,3260.7,0,True,
3,lfm2_audio,cuda,,False,2,False,82.5,16.092,17.04,1.06,2301.4,3264.2,0,True,
4,lfm2_audio,cpu,,False,0,True,384.2,6.2572,7.12,1.14,2284.6,,25.014,True,
4,lfm2_audio,cpu,,False,1,False,84.9,5.3699,6.88,1.28,2285.1,,0,True,
4,lfm2_audio,cpu,,False,2,False,72.0,6.0249,8.4,1.39,2285.3,,0,True,
4,lfm2_audio,cuda,,False,0,True,394.3,6.8351,6.88,1.01,2258.7,3229.1,26.507,True,
4,lfm2_audio,cuda,,False,1,False,88.5,5.8153,6.8,1.17,2259.1,3225.5,0,True,
4,lfm2_audio,cuda,,False,2,False,93.6,5.3616,6.32,1.18,2259.3,3224.8,0,True,
