prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,openvoice,cpu,,True,0,True,1828.5,1.8285,2.101,1.15,2356.2,,12.174,True,
1,openvoice,cpu,,True,1,False,560.2,0.5602,2.113,3.77,2384.0,,0,True,
1,openvoice,cpu,,True,2,False,685.2,0.6852,2.206,3.22,2405.2,,0,True,
1,openvoice,cuda,,True,0,True,1723.9,1.7239,2.101,1.22,2675.7,987.9,11.827,True,
1,openvoice,cuda,,True,1,False,222.7,0.2227,2.148,9.65,2685.7,988.5,0,True,
1,openvoice,cuda,,True,2,False,147.1,0.1471,2.148,14.6,2685.9,992.2,0,True,
2,openvoice,cpu,,True,0,True,2183.1,2.1831,4.876,2.23,2433.7,,13.514,True,
2,openvoice,cpu,,True,1,False,1090.2,1.0902,4.772,4.38,2457.8,,0,True,
2,openvoice,cpu,,True,2,False,1091.6,1.0916,4.865,4.46,2470.6,,0,True,
2,openvoice,cuda,,True,0,True,1721.9,1.7219,4.853,2.82,2674.7,1059.6,11.971,True,
2,openvoice,cuda,,True,1,False,268.4,0.2684,4.83,18.0,2685.4,1062.0,0,True,
2,openvoice,cuda,,True,2,False,410.2,0.4102,4.923,12.0,2701.0,1066.3,0,True,
3,openvoice,cpu,,True,0,True,4303.2,4.3032,14.524,3.38,2843.8,,20.156,True,
3,openvoice,cpu,,True,1,False,3036.7,3.0367,14.42,4.75,2913.8,,0,True,
3,openvoice,cpu,,True,2,False,3064.8,3.0648,14.501,4.73,2911.0,,0,True,
3,openvoice,cuda,,True,0,True,1904.9,1.9049,14.547,7.64,2709.5,1385.3,13.181,True,
3,openvoice,cuda,,True,1,False,453.5,0.4535,14.478,31.93,2717.1,1384.6,0,True,
3,openvoice,cuda,,True,2,False,595.7,0.5957,14.42,24.21,2729.2,1385.8,0,True,
4,openvoice,cpu,,True,0,True,2428.3,2.4283,5.851,2.41,2455.5,,14.345,True,
4,openvoice,cpu,,True,1,False,1327.0,1.327,5.944,4.48,2504.7,,0,True,
4,openvoice,cpu,,True,2,False,1264.0,1.264,5.782,4.57,2530.2,,0,True,
4,openvoice,cuda,,True,0,True,1612.7,1.6127,5.851,3.63,2669.2,1078.3,11.949,True,
4,openvoice,cuda,,True,1,False,312.4,0.3124,5.886,18.84,2683.3,1079.1,0,True,
4,openvoice,cuda,,True,2,False,443.8,0.4438,5.863,13.21,2698.7,1080.0,0,True,
5,openvoice,cpu,,True,0,True,2237.0,2.237,4.423,1.98,2442.9,,13.554,True,
5,openvoice,cpu,,True,1,False,1109.3,1.1093,4.574,4.12,2466.6,,0,True,
5,openvoice,cpu,,True,2,False,1124.2,1.1242,4.563,4.06,2483.3,,0,True,
5,openvoice,cuda,,True,0,True,1659.4,1.6594,4.586,2.76,2651.2,1055.9,12.044,True,
5,openvoice,cuda,,True,1,False,308.2,0.3082,4.563,14.8,2660.4,1056.8,0,True,
5,openvoice,cuda,,True,2,False,450.0,0.45,4.551,10.11,2677.7,1058.6,0,True,
