prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,openvoice,cpu,,True,0,True,2346.6,2.3466,2.194,0.94,2359.3,,16.02,True,
1,openvoice,cpu,,True,1,False,594.1,0.5941,2.159,3.63,2384.2,,0,True,
1,openvoice,cpu,,True,2,False,595.7,0.5957,2.101,3.53,2411.0,,0,True,
1,openvoice,cuda,,True,0,True,2190.4,2.1904,2.206,1.01,2672.3,989.9,13.164,True,
1,openvoice,cuda,,True,1,False,226.1,0.2261,2.136,9.45,2685.1,991.0,0,True,
1,openvoice,cuda,,True,2,False,382.7,0.3827,2.171,5.67,2699.4,992.2,0,True,
2,openvoice,cpu,,True,0,True,2458.8,2.4588,4.888,1.99,2434.8,,14.756,True,
2,openvoice,cpu,,True,1,False,1179.5,1.1795,4.899,4.15,2464.0,,0,True,
2,openvoice,cpu,,True,2,False,1179.2,1.1792,4.818,4.09,2472.3,,0,True,
2,openvoice,cuda,,True,0,True,1731.2,1.7312,4.818,2.78,2674.3,1056.1,12.224,True,
2,openvoice,cuda,,True,1,False,284.9,0.2849,4.911,17.24,2677.5,1062.9,0,True,
2,openvoice,cuda,,True,2,False,421.4,0.4214,4.899,11.63,2693.6,1062.3,0,True,
3,openvoice,cpu,,True,0,True,4500.4,4.5004,14.582,3.24,2844.7,,20.784,True,
3,openvoice,cpu,,True,1,False,3098.2,3.0982,14.501,4.68,2921.5,,0,True,
3,openvoice,cpu,,True,2,False,3112.4,3.1124,14.489,4.66,2918.8,,0,True,
3,openvoice,cuda,,True,0,True,1657.3,1.6573,14.454,8.72,2665.2,1381.9,12.233,True,
3,openvoice,cuda,,True,1,False,435.5,0.4355,14.524,33.35,2672.1,1387.6,0,True,
3,openvoice,cuda,,True,2,False,533.6,0.5336,14.478,27.13,2685.1,1384.7,0,True,
4,openvoice,cpu,,True,0,True,2266.2,2.2662,5.77,2.55,2454.5,,13.962,True,
4,openvoice,cpu,,True,1,False,1351.7,1.3517,5.886,4.35,2511.9,,0,True,
4,openvoice,cpu,,True,2,False,1433.2,1.4332,5.793,4.04,2537.7,,0,True,
4,openvoice,cuda,,True,0,True,1738.7,1.7387,5.909,3.4,2712.1,1078.6,12.218,True,
4,openvoice,cuda,,True,1,False,317.7,0.3177,5.898,18.56,2725.7,1079.2,0,True,
4,openvoice,cuda,,True,2,False,456.4,0.4564,5.84,12.8,2739.2,1079.0,0,True,
5,openvoice,cpu,,True,0,True,2599.0,2.599,4.609,1.77,2444.1,,14.699,True,
5,openvoice,cpu,,True,1,False,1111.1,1.1111,4.458,4.01,2463.9,,0,True,
5,openvoice,cpu,,True,2,False,1146.3,1.1463,4.47,3.9,2497.6,,0,True,
5,openvoice,cuda,,True,0,True,1950.2,1.9502,4.563,2.34,2643.8,1055.4,12.139,True,
5,openvoice,cuda,,True,1,False,313.0,0.313,4.481,14.32,2656.2,1054.9,0,True,
5,openvoice,cuda,,True,2,False,238.3,0.2383,4.563,19.15,2658.4,1060.5,0,True,
