prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,miso,cuda,,True,0,True,10075.9,10.0759,2.88,0.29,2057.5,16401.4,57.253,True,
1,miso,cuda,,True,1,False,5318.3,5.3183,1.6,0.3,1985.5,16401.2,0,True,
1,miso,cuda,,True,2,False,5639.9,5.6399,1.68,0.3,2010.0,16401.2,0,True,
2,miso,cuda,,True,0,True,22040.3,22.0403,6.88,0.31,2049.2,16475.3,102.437,True,
2,miso,cuda,,True,1,False,24814.3,24.8143,7.92,0.32,2085.8,16497.0,0,True,
2,miso,cuda,,True,2,False,20235.1,20.2351,6.48,0.32,2086.1,16467.0,0,True,
3,miso,cuda,,True,0,True,91010.2,91.0102,28.88,0.32,1962.2,16927.7,277.886,True,
3,miso,cuda,,True,1,False,57704.9,57.7049,18.56,0.32,1963.2,16713.6,0,True,
3,miso,cuda,,True,2,False,93470.6,93.4706,30.0,0.32,1967.7,16949.7,0,True,
4,miso,cuda,,True,0,True,21879.0,21.879,6.56,0.3,2049.4,16467.2,107.297,True,
4,miso,cuda,,True,1,False,23486.9,23.4869,7.28,0.31,2073.4,16481.6,0,True,
4,miso,cuda,,True,2,False,26248.5,26.2485,8.0,0.3,2087.0,16496.4,0,True,
