prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,moss_tts,cuda,,True,0,True,3079.1,3.0791,1.92,0.62,2369.6,23347.7,24.091,True,
1,moss_tts,cuda,,True,1,False,3005.2,3.0052,2.88,0.96,2371.2,23347.7,0,True,
1,moss_tts,cuda,,True,2,False,2950.3,2.9503,2.88,0.98,2371.3,23347.7,0,True,
2,moss_tts,cuda,,True,0,True,5837.0,5.837,7.68,1.32,2391.2,23359.0,29.281,True,
2,moss_tts,cuda,,True,1,False,4048.6,4.0486,5.12,1.26,2402.7,23359.0,0,True,
2,moss_tts,cuda,,True,2,False,3607.6,3.6076,4.24,1.18,2393.3,23359.0,0,True,
3,moss_tts,cuda,,True,0,True,8847.0,8.847,13.12,1.48,2419.2,23382.8,42.833,True,
3,moss_tts,cuda,,True,1,False,8340.7,8.3407,13.44,1.61,2430.2,23382.8,0,True,
3,moss_tts,cuda,,True,2,False,10513.4,10.5134,14.48,1.38,2421.9,23382.8,0,True,
4,moss_tts,cuda,,True,0,True,7936.1,7.9361,10.08,1.27,2409.0,23356.2,37.282,True,
4,moss_tts,cuda,,True,1,False,6271.3,6.2713,7.92,1.26,2420.4,23356.2,0,True,
4,moss_tts,cuda,,True,2,False,6743.5,6.7435,8.72,1.29,2412.2,23356.2,0,True,
5,moss_tts,cuda,,True,0,True,3699.5,3.6995,3.76,1.02,2311.4,23356.2,26.059,True,
5,moss_tts,cuda,,True,1,False,3572.0,3.572,4.48,1.25,2323.0,23356.2,0,True,
5,moss_tts,cuda,,True,2,False,3713.3,3.7133,4.72,1.27,2313.5,23356.2,0,True,
