prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,zonos,cpu,,True,0,True,19647.4,19.6474,2.403,0.12,5496.5,,73.846,True,
1,zonos,cpu,,True,1,False,20333.3,20.3333,2.438,0.12,5599.9,,0,True,
1,zonos,cpu,,True,2,False,19588.5,19.5885,2.403,0.12,5600.2,,0,True,
2,zonos,cpu,,True,0,True,48405.4,48.4054,5.724,0.12,7464.1,,154.35,True,
2,zonos,cpu,,True,1,False,45358.0,45.358,5.735,0.13,7628.1,,0,True,
2,zonos,cpu,,True,2,False,45616.1,45.6161,5.724,0.13,7592.6,,0,True,
3,zonos,cpu,,True,0,True,161378.0,161.378,18.123,0.11,7405.9,,490.559,True,
3,zonos,cpu,,True,1,False,157328.6,157.3286,17.903,0.11,7661.7,,0,True,
3,zonos,cpu,,True,2,False,156072.6,156.0726,17.81,0.11,7672.4,,0,True,
4,zonos,cpu,,True,0,True,50245.5,50.2455,6.316,0.13,7569.6,,164.314,True,
4,zonos,cpu,,True,1,False,49466.5,49.4665,6.304,0.13,7715.3,,0,True,
4,zonos,cpu,,True,2,False,49907.0,49.907,6.339,0.13,7705.2,,0,True,
5,zonos,cpu,,True,0,True,30912.4,30.9124,3.982,0.13,7203.2,,107.193,True,
5,zonos,cpu,,True,1,False,30987.4,30.9874,3.982,0.13,7296.8,,0,True,
5,zonos,cpu,,True,2,False,30992.4,30.9924,3.994,0.13,7304.5,,0,True,
