prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,wall_s,ok,error
1,neutts_air,cuda,air,True,0,True,1297.4,3.0536,3.32,1.09,21.3,True,
1,neutts_air,cuda,air,True,1,False,421.2,1.4822,2.22,1.5,0,True,
1,neutts_air,cuda,air,True,2,False,457.6,1.4035,2.02,1.44,0,True,
1,neutts_nano,cuda,nano,True,0,True,691.2,1.169,1.94,1.66,14.452,True,
1,neutts_nano,cuda,nano,True,1,False,302.6,0.7133,1.78,2.5,0,True,
1,neutts_nano,cuda,nano,True,2,False,288.2,0.793,1.96,2.47,0,True,
1,chatterbox,cuda,,True,0,True,1818.9,1.8189,1.96,1.08,14.99,True,
1,chatterbox,cuda,,True,1,False,1088.0,1.088,1.84,1.69,0,True,
1,chatterbox,cuda,,True,2,False,1032.1,1.0321,1.88,1.82,0,True,
1,f5tts,cuda,,True,0,True,1331.8,1.3318,1.397,1.05,12.891,True,
1,f5tts,cuda,,True,1,False,874.9,0.8749,1.397,1.6,0,True,
1,f5tts,cuda,,True,2,False,788.4,0.7884,1.397,1.77,0,True,
1,coqui,cuda,,True,0,True,952.7,0.9527,2.593,2.72,18.343,True,
1,coqui,cuda,,True,1,False,573.4,0.5734,2.219,3.87,0,True,
1,coqui,cuda,,True,2,False,641.1,0.6411,2.358,3.68,0,True,
1,omnivoice,cuda,,True,0,True,1269.7,1.2697,2.28,1.8,10.276,True,
1,omnivoice,cuda,,True,1,False,883.2,0.8832,2.28,2.58,0,True,
1,omnivoice,cuda,,True,2,False,868.5,0.8685,2.28,2.63,0,True,
1,voxcpm,cuda,,True,0,True,1522.4,1.5224,1.76,1.16,12.876,True,
1,voxcpm,cuda,,True,1,False,1649.8,1.6498,1.84,1.12,0,True,
1,voxcpm,cuda,,True,2,False,1610.4,1.6104,1.84,1.14,0,True,
1,kokoro,cuda,,False,0,True,905.2,0.9052,2.65,2.93,6.754,True,
1,kokoro,cuda,,False,1,False,58.1,0.0581,2.65,45.58,0,True,
1,kokoro,cuda,,False,2,False,55.0,0.055,2.65,48.18,0,True,
1,vibevoice,cuda,,False,0,True,,,,,17.392,False,TypeError: Got unsupported ScalarType BFloat16
1,magpie,cuda,,False,0,True,2060.1,2.0601,2.647,1.28,27.276,True,
1,magpie,cuda,,False,1,False,1489.5,1.4895,2.833,1.9,0,True,
1,magpie,cuda,,False,2,False,1613.7,1.6137,3.065,1.9,0,True,
2,neutts_air,cuda,air,True,0,True,1079.9,3.9209,5.24,1.34,22.01,True,
2,neutts_air,cuda,air,True,1,False,457.6,3.1753,4.94,1.56,0,True,
2,neutts_air,cuda,air,True,2,False,452.4,3.5958,5.6,1.56,0,True,
2,neutts_nano,cuda,nano,True,0,True,687.4,2.2423,4.8,2.14,17.21,True,
2,neutts_nano,cuda,nano,True,1,False,294.3,1.9219,4.94,2.57,0,True,
2,neutts_nano,cuda,nano,True,2,False,322.2,1.8325,4.8,2.62,0,True,
2,chatterbox,cuda,,True,0,True,2567.9,2.5679,4.16,1.62,18.104,True,
2,chatterbox,cuda,,True,1,False,2104.9,2.1049,4.56,2.17,0,True,
2,chatterbox,cuda,,True,2,False,2460.8,2.4608,4.76,1.93,0,True,
2,f5tts,cuda,,True,0,True,1470.2,1.4702,3.648,2.48,13.392,True,
2,f5tts,cuda,,True,1,False,915.2,0.9152,3.648,3.99,0,True,
2,f5tts,cuda,,True,2,False,912.2,0.9122,3.648,4.0,0,True,
2,coqui,cuda,,True,0,True,2075.7,2.0757,6.123,2.95,22.33,True,
2,coqui,cuda,,True,1,False,1693.0,1.693,5.846,3.45,0,True,
2,coqui,cuda,,True,2,False,1734.1,1.7341,6.219,3.59,0,True,
2,omnivoice,cuda,,True,0,True,1452.4,1.4524,5.06,3.48,10.823,True,
2,omnivoice,cuda,,True,1,False,980.9,0.9809,5.04,5.14,0,True,
2,omnivoice,cuda,,True,2,False,997.0,0.997,5.38,5.4,0,True,
2,voxcpm,cuda,,True,0,True,4869.9,4.8699,4.88,1.0,24.089,True,
2,voxcpm,cuda,,True,1,False,4864.6,4.8646,4.96,1.02,0,True,
2,voxcpm,cuda,,True,2,False,5711.1,5.7111,6.08,1.06,0,True,
2,kokoro,cuda,,False,0,True,875.2,0.8752,5.85,6.68,7.045,True,
2,kokoro,cuda,,False,1,False,64.2,0.0642,5.85,91.06,0,True,
2,kokoro,cuda,,False,2,False,67.2,0.0672,5.85,87.08,0,True,
2,vibevoice,cuda,,False,0,True,,,,,20.323,False,TypeError: Got unsupported ScalarType BFloat16
2,magpie,cuda,,False,0,True,5404.4,5.4044,6.873,1.27,37.183,True,
2,magpie,cuda,,False,1,False,4124.4,4.1244,6.269,1.52,0,True,
2,magpie,cuda,,False,2,False,4218.4,4.2184,6.455,1.53,0,True,
3,neutts_air,cuda,air,True,0,True,1319.5,12.7653,17.18,1.35,50.773,True,
3,neutts_air,cuda,air,True,1,False,465.8,12.4695,17.6,1.41,0,True,
3,neutts_air,cuda,air,True,2,False,440.9,12.4726,17.6,1.41,0,True,
3,neutts_nano,cuda,nano,True,0,True,884.1,6.9199,13.66,1.97,31.954,True,
3,neutts_nano,cuda,nano,True,1,False,309.1,6.1713,13.56,2.2,0,True,
3,neutts_nano,cuda,nano,True,2,False,337.2,6.0032,13.68,2.28,0,True,
3,chatterbox,cuda,,True,0,True,7764.0,7.764,13.6,1.75,32.632,True,
3,chatterbox,cuda,,True,1,False,6289.5,6.2895,12.0,1.91,0,True,
3,chatterbox,cuda,,True,2,False,6021.4,6.0214,12.08,2.01,0,True,
3,f5tts,cuda,,True,0,True,1581.4,1.5814,10.165,6.43,14.237,True,
3,f5tts,cuda,,True,1,False,1131.6,1.1316,10.165,8.98,0,True,
3,f5tts,cuda,,True,2,False,1097.1,1.0971,10.165,9.27,0,True,
3,coqui,cuda,,True,0,True,6775.8,6.7758,22.379,3.3,35.124,True,
3,coqui,cuda,,True,1,False,5345.5,5.3455,18.806,3.52,0,True,
3,coqui,cuda,,True,2,False,6126.9,6.1269,20.523,3.35,0,True,
3,omnivoice,cuda,,True,0,True,1265.2,1.2652,15.88,12.55,10.051,True,
3,omnivoice,cuda,,True,1,False,979.1,0.9791,15.86,16.2,0,True,
3,omnivoice,cuda,,True,2,False,970.3,0.9703,15.88,16.37,0,True,
3,voxcpm,cuda,,True,0,True,12107.6,12.1076,12.64,1.04,49.263,True,
3,voxcpm,cuda,,True,1,False,14434.9,14.4349,15.12,1.05,0,True,
3,voxcpm,cuda,,True,2,False,14326.9,14.3269,15.04,1.05,0,True,
3,kokoro,cuda,,False,0,True,1015.6,1.0156,17.8,17.53,7.272,True,
3,kokoro,cuda,,False,1,False,126.2,0.1263,17.8,140.98,0,True,
3,kokoro,cuda,,False,2,False,128.7,0.1287,17.8,138.3,0,True,
3,vibevoice,cuda,,False,0,True,,,,,26.518,False,TypeError: Got unsupported ScalarType BFloat16
3,magpie,cuda,,False,0,True,14250.1,14.2501,18.344,1.29,58.53,True,
3,magpie,cuda,,False,1,False,11135.1,11.1351,17.554,1.58,0,True,
3,magpie,cuda,,False,2,False,9315.1,9.3151,17.136,1.84,0,True,
4,neutts_air,cuda,air,True,0,True,1130.3,5.9837,8.08,1.35,27.899,True,
4,neutts_air,cuda,air,True,1,False,463.8,4.8068,7.52,1.56,0,True,
4,neutts_air,cuda,air,True,2,False,432.6,5.4216,8.34,1.54,0,True,
4,neutts_nano,cuda,nano,True,0,True,693.4,2.5111,5.24,2.09,18.533,True,
4,neutts_nano,cuda,nano,True,1,False,310.8,2.1622,5.48,2.53,0,True,
4,neutts_nano,cuda,nano,True,2,False,336.5,2.445,5.98,2.45,0,True,
4,chatterbox,cuda,,True,0,True,3362.9,3.3629,6.28,1.87,19.478,True,
4,chatterbox,cuda,,True,1,False,2448.5,2.4485,5.8,2.37,0,True,
4,chatterbox,cuda,,True,2,False,2568.9,2.5689,6.2,2.41,0,True,
4,f5tts,cuda,,True,0,True,1253.5,1.2535,3.883,3.1,12.092,True,
4,f5tts,cuda,,True,1,False,851.5,0.8515,3.883,4.56,0,True,
4,f5tts,cuda,,True,2,False,800.3,0.8003,3.883,4.85,0,True,
4,coqui,cuda,,True,0,True,2114.5,2.1145,8.534,4.04,20.544,True,
4,coqui,cuda,,True,1,False,1570.6,1.5706,7.286,4.64,0,True,
4,coqui,cuda,,True,2,False,2017.1,2.0171,9.558,4.74,0,True,
4,omnivoice,cuda,,True,0,True,1050.1,1.0501,6.04,5.75,8.959,True,
4,omnivoice,cuda,,True,1,False,755.0,0.755,5.97,7.91,0,True,
4,omnivoice,cuda,,True,2,False,736.5,0.7365,6.03,8.19,0,True,
4,voxcpm,cuda,,True,0,True,4625.9,4.6259,6.16,1.33,23.449,True,
4,voxcpm,cuda,,True,1,False,6322.0,6.322,8.4,1.33,0,True,
4,voxcpm,cuda,,True,2,False,5093.5,5.0935,6.8,1.34,0,True,
4,kokoro,cuda,,False,0,True,855.7,0.8557,7.05,8.24,6.514,True,
4,kokoro,cuda,,False,1,False,64.8,0.0648,7.05,108.78,0,True,
4,kokoro,cuda,,False,2,False,63.6,0.0636,7.05,110.77,0,True,
4,vibevoice,cuda,,False,0,True,,,,,17.745,False,TypeError: Got unsupported ScalarType BFloat16
4,magpie,cuda,,False,0,True,5757.3,5.7573,8.777,1.52,36.147,True,
4,magpie,cuda,,False,1,False,4626.7,4.6267,8.824,1.91,0,True,
4,magpie,cuda,,False,2,False,5020.9,5.0209,9.52,1.9,0,True,
5,neutts_nano,cuda,nano,True,0,True,574.3,2.4407,5.14,2.11,18.613,True,
5,neutts_nano,cuda,nano,True,1,False,252.7,2.1117,5.66,2.68,0,True,
5,neutts_nano,cuda,nano,True,2,False,263.6,2.3677,6.16,2.6,0,True,
5,coqui,cuda,,True,0,True,1295.5,1.2955,4.033,3.11,18.64,True,
5,coqui,cuda,,True,1,False,856.6,0.8566,3.798,4.43,0,True,
5,coqui,cuda,,True,2,False,1089.0,1.089,4.865,4.47,0,True,
5,omnivoice,cuda,,True,0,True,1088.6,1.0886,4.47,4.11,8.891,True,
5,omnivoice,cuda,,True,1,False,725.6,0.7256,4.96,6.84,0,True,
5,omnivoice,cuda,,True,2,False,759.1,0.7591,4.9,6.46,0,True,
5,voxcpm,cuda,,True,0,True,3472.6,3.4726,4.64,1.34,21.63,True,
5,voxcpm,cuda,,True,1,False,6412.0,6.412,8.24,1.29,0,True,
5,voxcpm,cuda,,True,2,False,4241.9,4.2419,5.6,1.32,0,True,
5,kokoro,cuda,,False,0,True,1335.1,1.3351,5.05,3.78,6.433,True,
5,kokoro,cuda,,False,1,False,55.0,0.055,5.05,91.87,0,True,
5,kokoro,cuda,,False,2,False,63.2,0.0632,5.05,79.92,0,True,
5,magpie,cuda,,False,0,True,4359.4,4.3594,6.084,1.4,33.791,True,
5,magpie,cuda,,False,1,False,4267.7,4.2677,7.477,1.75,0,True,
5,magpie,cuda,,False,2,False,3894.3,3.8943,7.059,1.81,0,True,
