prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,wall_s,ok,error
1,omnivoice,cpu,,True,0,True,7838.0,7.838,2.28,0.29,69.677,True,
1,omnivoice,cpu,,True,1,False,5384.9,5.3849,2.28,0.42,0,True,
1,omnivoice,cpu,,True,2,False,5431.6,5.4316,2.28,0.42,0,True,
1,omnivoice,mps,,True,0,True,4393.8,4.3938,2.28,0.52,13.978,True,
1,omnivoice,mps,,True,1,False,2624.6,2.6246,2.28,0.87,0,True,
1,omnivoice,mps,,True,2,False,2630.1,2.6301,2.28,0.87,0,True,
1,voxcpm,cpu,,True,0,True,3482.9,3.4829,2.24,0.64,44.236,True,
1,voxcpm,cpu,,True,1,False,3231.5,3.2315,2.32,0.72,0,True,
1,voxcpm,cpu,,True,2,False,3140.8,3.1408,2.24,0.71,0,True,
1,magpie,cpu,,False,0,True,5156.0,5.156,2.694,0.52,76.086,True,
1,magpie,cpu,,False,1,False,5840.9,5.8409,3.019,0.52,0,True,
1,magpie,cpu,,False,2,False,5459.5,5.4595,2.879,0.53,0,True,
2,omnivoice,cpu,,True,0,True,11506.5,11.5065,4.92,0.43,34.262,True,
2,omnivoice,cpu,,True,1,False,9554.1,9.5541,4.92,0.51,0,True,
2,omnivoice,cpu,,True,2,False,9457.3,9.4573,5.23,0.55,0,True,
2,omnivoice,mps,,True,0,True,6612.2,6.6122,5.52,0.83,22.692,True,
2,omnivoice,mps,,True,1,False,6074.5,6.0745,5.22,0.86,0,True,
2,omnivoice,mps,,True,2,False,6030.4,6.0304,5.27,0.87,0,True,
2,voxcpm,cpu,,True,0,True,7098.6,7.0986,4.88,0.69,26.529,True,
2,voxcpm,cpu,,True,1,False,6698.6,6.6986,4.72,0.7,0,True,
2,voxcpm,cpu,,True,2,False,5904.4,5.9044,4.16,0.7,0,True,
2,magpie,cpu,,False,0,True,14374.1,14.3741,6.223,0.43,63.843,True,
2,magpie,cpu,,False,1,False,15950.4,15.9504,6.734,0.42,0,True,
2,magpie,cpu,,False,2,False,14992.0,14.992,6.455,0.43,0,True,
3,omnivoice,cpu,,True,0,True,26295.6,26.2956,15.86,0.6,78.076,True,
3,omnivoice,cpu,,True,1,False,24088.1,24.0881,15.88,0.66,0,True,
3,omnivoice,cpu,,True,2,False,23838.1,23.8381,15.88,0.67,0,True,
3,omnivoice,mps,,True,0,True,,,,,18.838,False,"RuntimeError: MPS backend out of memory (MPS allocated: 3.38 GiB, other allocations: 16.73 GiB, max allowed: 20.13 GiB). Tried to allocate 10.57 MiB on shared pool. Use PYTORCH_MPS_HIGH_WATERMARK_RATI"
3,voxcpm,cpu,,True,0,True,24127.8,24.1278,16.8,0.7,73.194,True,
3,voxcpm,cpu,,True,1,False,21228.3,21.2283,15.04,0.71,0,True,
3,voxcpm,cpu,,True,2,False,21485.0,21.485,15.2,0.71,0,True,
3,magpie,cpu,,False,0,True,72765.2,72.7652,17.926,0.25,247.618,True,
3,magpie,cpu,,False,1,False,83530.1,83.5301,19.319,0.23,0,True,
3,magpie,cpu,,False,2,False,68603.1,68.6031,17.229,0.25,0,True,
4,omnivoice,cpu,,True,0,True,11905.1,11.9051,6.04,0.51,35.645,True,
4,omnivoice,cpu,,True,1,False,9866.9,9.8669,6.04,0.61,0,True,
4,omnivoice,cpu,,True,2,False,9753.7,9.7537,6.04,0.62,0,True,
4,omnivoice,mps,,True,0,True,6592.0,6.592,6.04,0.92,23.057,True,
4,omnivoice,mps,,True,1,False,6325.8,6.3258,6.04,0.95,0,True,
4,omnivoice,mps,,True,2,False,6308.4,6.3084,6.01,0.95,0,True,
4,voxcpm,cpu,,True,0,True,13112.8,13.1128,9.12,0.7,34.283,True,
4,voxcpm,cpu,,True,1,False,7201.9,7.2019,5.12,0.71,0,True,
4,voxcpm,cpu,,True,2,False,7578.1,7.5781,5.36,0.71,0,True,
4,magpie,cpu,,False,0,True,24482.8,24.4828,9.149,0.37,94.004,True,
4,magpie,cpu,,False,1,False,23722.2,23.7222,9.009,0.38,0,True,
4,magpie,cpu,,False,2,False,23112.8,23.1128,8.777,0.38,0,True,
5,omnivoice,cpu,,True,0,True,10718.9,10.7189,4.91,0.46,31.673,True,
5,omnivoice,cpu,,True,1,False,8508.5,8.5085,4.82,0.57,0,True,
5,omnivoice,cpu,,True,2,False,8561.6,8.5616,4.51,0.53,0,True,
5,omnivoice,mps,,True,0,True,5608.9,5.6089,4.96,0.88,20.259,True,
5,omnivoice,mps,,True,1,False,5247.3,5.2473,4.62,0.88,0,True,
5,omnivoice,mps,,True,2,False,5272.6,5.2726,4.96,0.94,0,True,
5,voxcpm,cpu,,True,0,True,6592.2,6.5922,4.56,0.69,32.731,True,
5,voxcpm,cpu,,True,1,False,10524.5,10.5245,7.36,0.7,0,True,
5,voxcpm,cpu,,True,2,False,8831.5,8.8315,6.16,0.7,0,True,
5,magpie,cpu,,False,0,True,16804.2,16.8042,7.059,0.42,71.68,True,
5,magpie,cpu,,False,1,False,17739.2,17.7392,7.384,0.42,0,True,
5,magpie,cpu,,False,2,False,15639.8,15.6398,6.734,0.43,0,True,
