prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,openvoice,cpu,,True,0,True,1447.1,1.4471,2.078,1.44,,,10.654,True,
1,openvoice,cpu,,True,1,False,613.4,0.6134,2.194,3.58,,,0,True,
1,openvoice,cpu,,True,2,False,520.5,0.5205,2.159,4.15,,,0,True,
1,openvoice,cuda,,True,0,True,1369.3,1.3693,2.148,1.57,,987.7,10.111,True,
1,openvoice,cuda,,True,1,False,190.4,0.1904,2.125,11.16,,988.3,0,True,
1,openvoice,cuda,,True,2,False,117.6,0.1176,2.148,18.27,,990.7,0,True,
2,openvoice,cpu,,True,0,True,1920.3,1.9203,4.946,2.58,,,12.016,True,
2,openvoice,cpu,,True,1,False,997.7,0.9977,4.818,4.83,,,0,True,
2,openvoice,cpu,,True,2,False,989.1,0.9891,4.83,4.88,,,0,True,
2,openvoice,cuda,,True,0,True,1441.3,1.4413,4.876,3.38,,1060.4,10.685,True,
2,openvoice,cuda,,True,1,False,247.7,0.2477,4.899,19.78,,1064.5,0,True,
2,openvoice,cuda,,True,2,False,355.1,0.3551,4.911,13.83,,1064.4,0,True,
3,openvoice,cpu,,True,0,True,3638.3,3.6383,14.466,3.98,,,17.812,True,
3,openvoice,cpu,,True,1,False,2664.5,2.6645,14.373,5.39,,,0,True,
3,openvoice,cpu,,True,2,False,2698.8,2.6988,14.571,5.4,,,0,True,
3,openvoice,cuda,,True,0,True,1606.1,1.6061,14.501,9.03,,1384.7,11.743,True,
3,openvoice,cuda,,True,1,False,414.7,0.4147,14.629,35.28,,1391.3,0,True,
3,openvoice,cuda,,True,2,False,512.0,0.512,14.338,28.01,,1382.5,0,True,
4,openvoice,cpu,,True,0,True,2137.2,2.1372,5.863,2.74,,,12.795,True,
4,openvoice,cpu,,True,1,False,1182.4,1.1824,5.875,4.97,,,0,True,
4,openvoice,cpu,,True,2,False,1161.1,1.1611,5.817,5.01,,,0,True,
4,openvoice,cuda,,True,0,True,1474.4,1.4744,5.805,3.94,,1079.3,10.713,True,
4,openvoice,cuda,,True,1,False,266.3,0.2663,5.898,22.15,,1080.8,0,True,
4,openvoice,cuda,,True,2,False,376.0,0.376,5.886,15.65,,1082.5,0,True,
5,openvoice,cpu,,True,0,True,1941.1,1.9411,4.516,2.33,,,11.835,True,
5,openvoice,cpu,,True,1,False,825.7,0.8257,4.516,5.47,,,0,True,
5,openvoice,cpu,,True,2,False,983.7,0.9837,4.342,4.41,,,0,True,
5,openvoice,cuda,,True,0,True,1488.5,1.4885,4.528,3.04,,1054.8,10.667,True,
5,openvoice,cuda,,True,1,False,273.5,0.2735,4.644,16.98,,1058.5,0,True,
5,openvoice,cuda,,True,2,False,395.8,0.3958,4.505,11.38,,1057.1,0,True,
