prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,miratts,cuda,,True,0,True,1178.1,1.1781,4.1,3.48,3664.8,828.1,18.425,True,
1,miratts,cuda,,True,1,False,629.2,0.6292,4.1,6.52,3681.1,828.1,0,True,
1,miratts,cuda,,True,2,False,661.3,0.6613,4.1,6.2,3681.1,828.1,0,True,
2,miratts,cuda,,True,0,True,1662.5,1.6625,7.84,4.72,3651.2,938.3,19.167,True,
2,miratts,cuda,,True,1,False,1065.3,1.0653,7.84,7.36,3666.8,938.3,0,True,
2,miratts,cuda,,True,2,False,1090.2,1.0902,7.84,7.19,3666.9,938.3,0,True,
3,miratts,cuda,,True,0,True,3638.7,3.6387,20.48,5.63,3653.8,1310.1,27.662,True,
3,miratts,cuda,,True,1,False,2611.8,2.6118,18.6,7.12,3675.7,1254.8,0,True,
3,miratts,cuda,,True,2,False,2633.2,2.6332,18.6,7.06,3675.6,1254.8,0,True,
4,miratts,cuda,,True,0,True,2082.0,2.082,10.86,5.22,3647.1,1029.0,21.702,True,
4,miratts,cuda,,True,1,False,1495.6,1.4956,10.86,7.26,3663.9,1029.1,0,True,
4,miratts,cuda,,True,2,False,1472.3,1.4723,10.86,7.38,3664.0,1029.1,0,True,
