prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
6,pocket,cpu,,gated,0,True,457.3,6.5736,7.2,1.1,2069.7,,30.496,True,
6,pocket,cpu,,gated,1,False,376.8,5.5368,6.4,1.16,2079.9,,0,True,
6,pocket,cpu,,gated,2,False,419.3,5.6114,6.56,1.17,2082.0,,0,True,
6,coqui,cpu,,True,0,True,10603.9,10.6039,6.945,0.65,3077.7,,53.831,True,
6,coqui,cpu,,True,1,False,11378.5,11.3785,7.137,0.63,3111.5,,0,True,
6,coqui,cpu,,True,2,False,12699.8,12.6998,7.276,0.57,3122.2,,0,True,
6,coqui,cuda,,True,0,True,17819.8,17.8198,7.18,0.4,2139.8,1934.4,40.776,True,
6,coqui,cuda,,True,1,False,2450.3,2.4503,9.463,3.86,2115.0,1981.8,0,True,
6,coqui,cuda,,True,2,False,2849.5,2.8495,10.199,3.58,2117.2,2002.1,0,True,
6,qwentts,cpu,base,False,0,True,,,,,,,600.023,False,timeout 600s
6,qwentts,cuda,base,False,0,True,27500.2,27.5002,5.92,0.22,2537.7,4668.3,61.821,True,
6,qwentts,cuda,base,False,1,False,10858.0,10.858,5.76,0.53,2552.8,4663.1,0,True,
6,qwentts,cuda,base,False,2,False,12142.7,12.1427,6.56,0.54,2553.9,4685.8,0,True,
6,qwentts_06b,cpu,base_06b,False,0,True,,,,,,,600.02,False,timeout 600s
6,qwentts_06b,cuda,base_06b,False,0,True,27432.0,27.432,6.32,0.23,2510.1,2744.5,54.389,True,
6,qwentts_06b,cuda,base_06b,False,1,False,7844.4,7.8444,4.96,0.63,2525.2,2704.5,0,True,
6,qwentts_06b,cuda,base_06b,False,2,False,9887.3,9.8873,6.24,0.63,2526.5,2742.1,0,True,
6,qwentts_fast,cuda,base,True,0,True,23088.8,23.0888,6.96,0.3,2577.1,4966.5,37.574,True,
6,qwentts_fast,cuda,base,True,1,False,1754.8,1.7548,6.32,3.6,2579.0,4947.3,0,True,
6,qwentts_fast,cuda,base,True,2,False,1775.7,1.7757,6.4,3.6,2579.8,4949.7,0,True,
6,audio8,cpu,base,True,0,True,56830.0,56.83,8.034,0.14,5576.6,,163.106,True,
6,audio8,cpu,base,True,1,False,52266.2,52.2662,8.034,0.15,5575.1,,0,True,
6,audio8,cpu,base,True,2,False,47281.8,47.2818,8.034,0.17,5573.2,,0,True,
6,audio8,cuda,base,True,0,True,27711.3,27.7113,6.966,0.25,3031.9,2230.4,51.609,True,
6,audio8,cuda,base,True,1,False,9248.4,9.2484,6.966,0.75,3004.2,2230.4,0,True,
6,audio8,cuda,base,True,2,False,9412.3,9.4123,6.966,0.74,3004.4,2230.4,0,True,
6,audio8_fast,cuda,fastpath,True,0,True,2359.3,2.3593,7.941,3.37,3108.1,2293.2,367.234,True,
6,audio8_fast,cuda,fastpath,True,1,False,545.1,0.5451,7.941,14.57,3108.1,2293.2,0,True,
6,audio8_fast,cuda,fastpath,True,2,False,539.6,0.5396,7.941,14.72,3108.1,2293.2,0,True,
6,audio8_01b,cpu,base_01b,True,0,True,24612.6,24.6126,7.616,0.31,3723.2,,71.632,True,
6,audio8_01b,cpu,base_01b,True,1,False,21961.1,21.9611,7.616,0.35,3857.5,,0,True,
6,audio8_01b,cpu,base_01b,True,2,False,20414.3,20.4143,7.616,0.37,3859.9,,0,True,
6,audio8_01b,cuda,base_01b,True,0,True,30773.3,30.7733,7.802,0.25,3029.5,1427.7,59.77,True,
6,audio8_01b,cuda,base_01b,True,1,False,12205.3,12.2053,7.802,0.64,3002.9,1427.7,0,True,
6,audio8_01b,cuda,base_01b,True,2,False,12194.7,12.1947,7.802,0.64,3002.9,1427.7,0,True,
6,kokoro,cpu,,False,0,True,809.5,0.8095,6.225,7.69,1683.1,,10.145,True,
6,kokoro,cpu,,False,1,False,466.0,0.466,6.225,13.36,1660.8,,0,True,
6,kokoro,cpu,,False,2,False,477.9,0.4779,6.225,13.02,1667.1,,0,True,
6,kokoro,cuda,,False,0,True,15302.3,15.3024,6.225,0.41,2406.8,682.3,22.06,True,
6,kokoro,cuda,,False,1,False,71.5,0.0715,6.225,87.08,2406.8,685.4,0,True,
6,kokoro,cuda,,False,2,False,62.4,0.0624,6.225,99.74,2406.8,688.3,0,True,
6,scyllasband,cpu,,False,0,True,2544.2,2.5466,6.24,2.45,606.7,,4.759,True,
6,scyllasband,cpu,,False,1,False,883.1,0.8862,6.24,7.04,629.8,,0,True,
6,scyllasband,cpu,,False,2,False,913.0,0.916,6.24,6.81,630.8,,0,True,
6,supertonic,cpu,,False,0,True,834.8,0.8348,8.011,9.6,510.1,,3.524,True,
6,supertonic,cpu,,False,1,False,802.4,0.8024,8.011,9.98,522.7,,0,True,
6,supertonic,cpu,,False,2,False,811.0,0.811,8.011,9.88,522.7,,0,True,
6,openvoice,cpu,,True,0,True,2878.2,2.8782,7.233,2.51,1997.0,,23.204,True,
6,openvoice,cpu,,True,1,False,1673.2,1.6732,7.047,4.21,2033.6,,0,True,
6,openvoice,cpu,,True,2,False,1591.0,1.591,7.047,4.43,2029.3,,0,True,
6,openvoice,cuda,,True,0,True,6894.8,6.8948,7.396,1.07,2713.8,704.7,18.845,True,
6,openvoice,cuda,,True,1,False,338.1,0.3381,7.303,21.6,2710.5,708.2,0,True,
6,openvoice,cuda,,True,2,False,452.6,0.4526,6.861,15.16,2728.4,697.7,0,True,
6,melotts,cpu,,False,0,True,1344.5,1.3445,7.399,5.5,1718.1,,13.418,True,
6,melotts,cpu,,False,1,False,870.2,0.8702,7.341,8.44,1704.0,,0,True,
6,melotts,cpu,,False,2,False,812.9,0.8129,7.457,9.17,1719.6,,0,True,
6,melotts,cuda,,False,0,True,13318.5,13.3185,7.213,0.54,2496.2,442.6,22.858,True,
6,melotts,cuda,,False,1,False,80.5,0.0805,7.12,88.46,2502.1,442.9,0,True,
6,melotts,cuda,,False,2,False,88.0,0.088,7.271,82.67,2502.8,445.1,0,True,
6,piper,cpu,,False,0,True,73.8,0.18,5.712,31.74,239.6,,1.832,True,
6,piper,cpu,,False,1,False,33.8,0.119,5.747,48.3,247.5,,0,True,
6,piper,cpu,,False,2,False,33.4,0.1217,5.759,47.33,247.6,,0,True,
6,neutts_nano,cpu,nano,True,0,True,733.2,0.7332,0.02,0.03,5136.5,,29.404,True,
6,neutts_nano,cpu,nano,True,1,False,208.8,0.2089,0.02,0.1,5148.7,,0,True,
6,neutts_nano,cpu,nano,True,2,False,203.6,0.2036,0.02,0.1,5152.6,,0,True,
6,neutts_nano,cuda,nano,True,0,True,5560.1,5.5601,0.02,0.0,2588.7,3335.5,26.438,True,
6,neutts_nano,cuda,nano,True,1,False,158.6,0.1586,0.02,0.13,2597.0,3335.5,0,True,
6,neutts_nano,cuda,nano,True,2,False,170.6,0.1707,0.02,0.12,2601.3,3335.5,0,True,
